estorno_id,transacao_id,valor_estorno,motivo_estorno,status_estorno,data_hora_estorno,observacao
47c5d0fd-f405-4bc8-a52d-db0207957bf7,1039b389-bf85-4ce7-a6a0-a7c9f1758597,6573.73,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-07-25T23:12:28,Eos sint voluptatibus eum ad id.
a27fba53-a01a-4489-ba21-eccca2d3865f,f2917770-6d92-4bb0-97b2-a1b06e79d59f,14920.16,DUPLICIDADE,PROCESSADO,2026-07-14T09:57:29,Recusandae ad beatae sint reiciendis tempora.
37e317e0-78ff-4fbf-bd6f-23e042a16403,02f486f4-2011-48c7-b272-987c1174ac60,12630.16,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-03-04T12:14:56,Provident nemo ab veniam.
b66eb63a-422b-400a-91bd-e2de832fb52f,5578aaff-f704-4ea4-b76e-8c70ae925bc7,9574.08,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-07-15T07:50:42,Cumque dolores mollitia quo ea numquam.
299efd28-8a95-4f87-90b0-d720658410d0,e7199a87-869d-4fce-b301-9292ca8ffe1c,13276.31,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-05-29T14:37:08,Inventore et ex eligendi rerum.
2d1af9af-1b6d-43a9-8698-f1b8e491c176,55060f5e-9149-402d-8983-960be8fc6c46,8803.79,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-12T20:15:37,Explicabo pariatur dignissimos sit.
fa089025-ce0e-406f-978e-89cc4b39112d,d8e58945-4d1f-46fc-8ba4-51a2bbc8d1eb,1971.14,CANCELAMENTO,NEGADO,2026-04-15T20:31:18,Error quis harum expedita labore saepe voluptatum.
ee58d6f9-61a8-4e6d-b3a4-5124f8a826e3,c75bc04d-3a6a-4da9-b29e-ccde6e8039c8,7589.55,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-07-02T16:54:25,Beatae id architecto magnam inventore cum consequuntur soluta.
ba365f8c-f42a-4a50-b151-f6449b8401f5,eaf8771c-42b0-428a-9c52-abae068c92c6,1586.23,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-31T08:41:16,Maiores iusto assumenda libero molestias quos.
b9c49c74-a403-43ce-b5f7-5782079face8,0eb4ecd8-c3b3-4aaa-8cd8-90b5440a4694,11249.39,CANCELAMENTO,NEGADO,2026-05-05T18:53:55,Incidunt veritatis facere quae quod deleniti cupiditate.
3e4bc7eb-664f-4870-aa84-933333c26079,38b1dead-81d9-4c5d-a097-e22f1385fe53,7535.73,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-04-16T06:10:10,Perspiciatis tempore delectus quidem cumque ad nobis.
0409407d-670f-437b-bef5-81d899058dd5,8e3b1e03-f3e2-4a65-ba20-4240e40633c5,5267.68,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-07-15T02:29:40,Rem maiores dolorem ex.
8a6b6ecd-2e7d-49f5-8ec6-cf29f398ac66,c0146a0b-093b-4f71-8e95-f8ef3bd852c5,1714.52,DUPLICIDADE,NEGADO,2026-07-10T19:51:18,Magni laborum fugit voluptates consequuntur odio hic.
6b4f9e26-4dcd-432c-b253-9bb0c9af662b,c8121349-c3dc-46ce-a18a-9f0ac95ea04f,13680.73,DUPLICIDADE,SOLICITADO,2026-04-26T10:35:06,Tempora accusantium illum voluptatibus nemo enim.
5d063df3-75a6-4e99-96d3-e073316022ab,e8732ae7-637e-4cda-b54e-8db6b78d0aa4,641.02,CANCELAMENTO,SOLICITADO,2026-06-27T08:33:33,Dignissimos id sit.
6d13e7f8-6fec-44b8-bfd9-801632d1607c,bd678c11-2f17-44f2-9695-88b48e4e94e1,8438.32,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-07-25T23:12:28,Veritatis delectus iste culpa laborum beatae.
b4e93bb6-91ae-4029-87a6-9fc22b3e8940,8b9469b1-f357-4129-aa01-74a83de23488,13535.54,DUPLICIDADE,SOLICITADO,2026-06-15T08:36:39,Dicta recusandae in.
a3e982e2-b963-4052-9aef-80143a7201c6,460da5e8-7a4c-4107-9ea4-58ac37876f09,5281.5,DUPLICIDADE,SOLICITADO,2026-06-30T06:40:33,Distinctio ipsum doloribus et porro corrupti earum.
faf468b1-d369-4cf0-9e9f-aff0d14cf7b6,50394228-5875-457b-ba2f-38c023322a4c,7005.96,DUPLICIDADE,PROCESSADO,2026-03-04T11:22:27,Officiis maxime assumenda ab harum ab.
0cc44b9e-15d5-4bcd-a4e2-d65fa8689e69,f8c95c50-1f83-46b1-a08f-704d6d27c59f,13865.15,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-07-21T05:01:58,Perferendis ab ea adipisci veniam autem.
6349cca7-2da2-4af0-bc1d-a785db1ba5d7,e30de15e-3f7a-43f3-86c1-c04a44b94451,1816.61,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-04-08T00:25:20,Molestias dolorum iusto culpa voluptas libero.
dfa3be07-d4b4-471c-9406-e84848bdad9e,6b915a5f-806b-4ecf-919b-bde0d6a4d2a4,3958.73,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-06-03T09:34:41,Animi sapiente ad corporis.
c39da5bf-5d67-4ae3-8969-ddb5032e9fa4,ee12ed0c-2972-4bb4-a1c8-57482529166e,6150.84,CANCELAMENTO,SOLICITADO,2026-07-25T23:12:28,Maiores harum deserunt eos.
552f2b89-490f-45e6-96f8-aab6b32775fc,27f95984-76a7-4a63-b0f1-72defebb340d,13936.55,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-07-03T13:17:58,Neque quas facere aspernatur cum.
5e029d9d-1a7f-4b0e-83aa-889c8fc517da,d3871362-1901-4601-bab5-48049c5830d2,13410.78,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-02-11T13:32:25,Maxime accusantium dolores.
fe20ba98-42de-4713-9d81-e695ea177ec6,27383162-3333-4bff-9376-d6edf0c239a0,6866.86,CANCELAMENTO,NEGADO,2026-04-30T20:24:26,Laudantium reiciendis eligendi ratione libero fugiat amet.
434d8b1a-d1ca-42be-bd70-9eed5a03b317,55a8eb4f-6415-4182-990a-ac2899f04775,6101.01,DUPLICIDADE,PROCESSADO,2026-06-21T13:31:00,Aliquid dolores accusantium iusto beatae pariatur illum ut.
03c948fa-1a21-4717-8a04-112847404f1b,26c0ad7b-32a9-4bd2-b43c-901e31f072a3,1872.61,DUPLICIDADE,SOLICITADO,2026-02-18T17:08:21,Sed cumque provident.
78078f65-3699-4a37-b369-791426cd2dd0,33aeef3f-69d6-4b83-b26c-8e53a694954e,12021.32,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-05-24T03:00:18,Delectus dicta nesciunt beatae odit dolorum esse eius.
ed9ae1fe-a3b7-46f5-a6bd-18e2b820d4af,e0e1a231-b951-4a71-a03f-9581f18a29a4,8567.8,CANCELAMENTO,SOLICITADO,2026-06-11T01:11:19,In amet error distinctio accusamus earum.
b7afea50-3c0b-4f8c-a955-d6e77c951ff3,d74dcac0-2b47-452a-b925-c30a1b941a49,13501.24,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-04-08T16:29:18,Tempora sint quod quasi eaque error et ab.
8fe58c00-3423-44af-b427-7e8ea3470073,8f52ec84-7e14-4bd8-9bdc-facbe235224a,4949.24,PRODUTO_NAO_ENTREGUE,NEGADO,2026-03-25T05:30:26,Quaerat reprehenderit perferendis maiores minus at.
b522bed7-147b-41aa-b366-dba47ee66971,45c501a7-d6ad-404f-bfbf-15dc68ca417e,11116.63,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-05-29T21:43:30,Facere iusto autem culpa dolorem illo atque.
29ff7865-1985-4fbc-a14a-20ab48d8b02e,7f01dfaf-3e23-4252-91b5-770e69550d4e,8116.98,CANCELAMENTO,NEGADO,2026-02-05T09:43:24,Dolor repellendus reprehenderit odio asperiores.
41e995c2-e212-4b8c-8bba-24a45a86c66d,0bb26cbe-d06a-4b75-a55d-2c03d3d938dc,11230.41,DUPLICIDADE,PROCESSADO,2026-06-18T11:36:36,Quaerat ipsum odio praesentium voluptatum aliquid quam.
ec851e68-b81a-4b05-81bc-fa7d49d4f9ed,f4df2ffe-4d34-4ce0-9453-7b4813986a6b,3251.11,DUPLICIDADE,PROCESSADO,2026-05-20T20:13:41,Aspernatur quia error suscipit totam nihil.
d55e845a-d6cc-4abb-aff8-112136f21723,bf55284a-689b-423d-93fe-ddeec1175157,11267.48,CANCELAMENTO,NEGADO,2026-07-04T21:29:57,Corporis officia fuga.
9468c38b-fb45-4e30-a15b-05ba5596d152,f7c85e1a-9989-48cd-b713-aa21cc0d20c0,10971.34,DUPLICIDADE,PROCESSADO,2026-07-25T23:12:28,Rem temporibus pariatur iste facere odio.
ac416ec9-70c6-429f-8357-c18318f9efb9,c2d6930f-6465-4d8a-8520-1d4a88077331,7833.05,PRODUTO_NAO_ENTREGUE,NEGADO,2026-02-13T21:23:39,Natus nesciunt modi praesentium aperiam quisquam velit voluptatem.
beb1542e-59c3-4f56-be0e-759c9520485e,84e96927-4372-4b63-aa94-5034371b0083,12635.5,CANCELAMENTO,SOLICITADO,2026-07-25T23:12:28,Odio earum deleniti.
97d38de1-7228-4072-a332-8f8f185b63bf,2765dcf8-8b9d-44dc-9f36-5adeb9937b83,2043.54,DUPLICIDADE,PROCESSADO,2026-06-12T18:37:45,Esse sapiente nihil delectus molestiae molestias.
0a4b2163-fdb1-41a1-8d28-1318be2c85ce,ae8ce86b-bd06-4591-8b5e-500384672955,12601.63,PRODUTO_NAO_ENTREGUE,NEGADO,2026-04-14T07:37:43,Rem qui corrupti quo inventore qui magni.
aab47847-08a7-4adc-b843-e970bc865a29,8e1129d9-78e4-4f20-b944-e9fcb6e18e1b,3975.22,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-07-07T16:02:44,Adipisci rem tempore modi odit praesentium.
4a6fa926-0afa-43fc-89df-7b6a3536cba8,e6f9f5e8-9649-4702-af0c-992dab0f2a45,12388.15,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-09T15:17:09,Molestias explicabo error illum inventore qui dolorem.
ff8c1efe-245a-43fc-8ace-23929ff8d50f,c5ddf0d6-97bf-4c88-aeeb-bbc180a49073,12058.23,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-04-10T02:56:19,At quidem laudantium praesentium dolorum.
356cc558-f08d-4da6-a9d3-10d33ebe1e11,ff2a0b27-6205-4af8-9195-5e1effae5eda,7273.02,CANCELAMENTO,NEGADO,2026-05-09T16:21:58,Fugiat eligendi eius qui amet similique.
6192fef4-a534-4e6a-aec1-63ac7c982335,74f26125-d532-4112-85c6-e9f9674a9711,1483.91,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-25T23:12:28,Minima reprehenderit enim architecto laudantium voluptate adipisci.
4287a84a-c2ad-4379-a94a-10c31b9f204b,b398b893-2610-49e3-958c-a71723b01670,4354.57,DUPLICIDADE,SOLICITADO,2026-07-25T23:12:28,Reprehenderit vero quod eligendi earum dolores blanditiis.
27bc28db-695f-4645-8559-bea5a0b84920,3a9d25e0-36ab-4828-a4a5-b6e59dc24f9a,8283.97,CANCELAMENTO,NEGADO,2026-03-17T18:10:13,Amet corrupti nobis.
3c204fa5-5885-4df3-9f76-f9ab9c0a0938,cf4ec492-eed2-4652-aa23-ad9f052f66ac,5092.65,PRODUTO_NAO_ENTREGUE,NEGADO,2026-05-23T05:11:58,Ducimus quis sed magnam esse vitae repudiandae vel.
25d031a0-0289-4f0d-9503-533d4a780ed1,e5b2df4f-5451-4445-9dc2-3db37611c4b5,14340.2,COMPRA_NAO_RECONHECIDA,NEGADO,2026-05-19T09:23:24,Sapiente animi laborum.
c47c22dc-c68d-4752-9f79-eb4434ff0aa1,f59eeb42-7a40-4480-8034-6565934f07ba,8270.34,DUPLICIDADE,PROCESSADO,2026-05-09T12:56:50,Illo quo consectetur.
c2684ee1-4f1b-44f1-8c9e-bb6ba3538b90,89f48718-1c57-4f96-b429-b715e38d2e87,13591.99,DUPLICIDADE,SOLICITADO,2026-06-21T07:22:10,Inventore fuga sapiente recusandae nemo fugiat fuga.
48772c63-38a8-4bd5-9e03-5b0ce94f5b05,6739dc88-85fc-4600-bd75-4f78c5063d72,6435.17,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-05-04T12:50:12,Doloremque quae voluptatem.
b1d68408-f495-454d-a5c8-fdcac7ab4f10,0efbc44f-1983-4534-bd9a-7e0c6f61349f,8076.21,CANCELAMENTO,NEGADO,2026-06-20T03:36:39,Quo ex magni ut nostrum.
8220dc66-f251-4a5e-9e5f-04656c15f88a,3b6c559c-f8b0-46b3-9e5c-57b80b696f35,3687.22,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-23T21:45:26,Consequuntur magnam assumenda exercitationem.
873f19f0-be84-44cb-895f-83c574893bc5,54155a3a-fe02-4eef-9d5e-855b73d95e28,13943.96,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-06-05T20:01:45,Repudiandae quo atque alias libero impedit dolores.
c05ef555-707b-43e0-be76-044c503de566,4d490609-90e6-4d68-b7cf-3d572d9e72b4,7740.82,DUPLICIDADE,PROCESSADO,2026-02-11T20:47:26,Impedit reprehenderit ut similique aut.
d5ad702a-c013-4076-b1aa-1acce344f582,11610d83-2dde-41e8-a138-a7f86bf8b14b,14084.55,CANCELAMENTO,NEGADO,2026-04-27T14:28:11,Laboriosam itaque iste ut voluptatibus possimus ut.
6d290a16-9754-4d34-95bc-96de94f04715,1337e5d2-be9a-41ea-a335-9d9f63df2e83,11354.93,PRODUTO_NAO_ENTREGUE,NEGADO,2026-05-03T22:13:34,At est ipsa incidunt ex suscipit impedit.
01db3fd3-2699-495f-8846-ef43db477ccd,f2950d30-35fa-4fa7-95c1-418dd68149c4,8953.76,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-07-14T03:16:44,Perferendis maxime repellendus sequi nostrum amet.
584f2bbf-498a-4783-963c-79a53ec62a1b,a4a71c7b-7e1e-41dc-b7f8-77350d548578,12658.42,PRODUTO_NAO_ENTREGUE,NEGADO,2026-02-21T00:32:38,Hic doloremque dolores deserunt.
274203e6-627a-4c46-af03-94e45429bc6c,ddcffd38-1a41-4721-bb32-ffb979a92a3b,2409.03,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-06-13T06:37:52,Corporis voluptatem veritatis non quia.
fca349d2-f30b-46a6-ba50-90581541fb32,5f654b75-8733-4f80-be67-91b270698a18,99.66,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-06-29T21:47:23,In necessitatibus fuga tempora minima temporibus totam.
7f2b9624-f036-463e-8b0c-e4aecfb42e9f,def29c5c-5ae3-4950-ab4a-afc688824f6a,2770.86,COMPRA_NAO_RECONHECIDA,NEGADO,2026-04-03T05:14:43,Repellendus distinctio eius.
dfaf32a8-4c30-4d6c-9568-46c3394c236c,cdf2c28f-9fa5-4883-9c6d-abe5fb798501,1644.13,DUPLICIDADE,NEGADO,2026-06-11T19:09:22,Ducimus rerum cum quo in quaerat.
91ecf8c7-aec4-4b26-85ce-1e1d7f88deee,981827d9-cf8a-4809-b555-f15c90cb7b60,4338.11,CANCELAMENTO,PROCESSADO,2026-07-18T18:07:44,Ipsa porro laborum consequuntur facilis.
9447c85c-9220-4c53-9dd5-393329a14819,3f5d3777-82b9-40c6-aacb-80b8ffdc8002,11964.35,DUPLICIDADE,PROCESSADO,2026-05-16T05:32:48,Alias iusto voluptatum possimus.
073f4b3a-1543-4a77-b18d-736a5ae43d9e,8af79751-aa24-4474-bd14-103075335835,472.85,DUPLICIDADE,PROCESSADO,2026-04-09T18:57:08,Minima sit aliquid nam repellat fugiat sint.
740808f8-3259-4462-a991-cfc4c78bc94a,b3b78ed2-4462-42ac-9f23-1cfb0525e111,6067.78,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-07-25T23:12:28,Deleniti consequatur laboriosam qui.
d12fa260-7e15-4001-ac85-63f245d5eb83,c0f7b2e2-5bc3-433e-93db-817bd7c4cfe6,11152.9,PRODUTO_NAO_ENTREGUE,NEGADO,2026-06-11T12:51:15,Nam quibusdam eius ex molestias ducimus sapiente.
8504f7b7-7603-41d2-b5a9-852c19a69154,6b6566a9-6139-416a-aa1d-a397dada89e2,13730.85,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-02-20T13:53:11,Doloremque at quibusdam accusamus explicabo.
87beef3f-519d-4cde-a702-247d9321f1eb,cb23f751-9ac9-4501-8203-85c3a55b8909,4686.42,COMPRA_NAO_RECONHECIDA,NEGADO,2026-04-06T11:14:59,Ut velit tempore officia.
dfa22cfd-e492-4777-8edc-6d6bb004d60c,89126986-962b-40f3-8efe-4811d90afc81,4170.26,DUPLICIDADE,SOLICITADO,2026-04-16T23:12:33,Expedita sit explicabo cum non at quisquam.
bd2596cf-9fe7-4a97-b788-3dfee1214a04,9266a100-672c-4c69-a84d-10631df48bd4,2211.0,CANCELAMENTO,NEGADO,2026-07-23T18:45:24,Incidunt saepe commodi rem.
cda4e290-573a-4625-8f68-f860ba4d89de,8e4b47af-726e-42d3-ac28-12f06f52f786,5551.22,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-20T19:37:11,In praesentium vel natus sunt distinctio nemo.
32994db5-a124-40ba-b02a-a39670530128,fbeb86c6-3bd9-4676-bab6-d27045b8c612,4009.66,DUPLICIDADE,NEGADO,2026-05-18T04:20:50,Possimus magni perferendis voluptatibus culpa facilis fuga.
5d0bba38-1d4d-499d-b719-579174b12307,f90b1eb4-eca0-4273-a211-6b23996a7d51,1276.24,DUPLICIDADE,PROCESSADO,2026-03-05T17:48:11,Impedit sunt cumque doloribus eveniet corrupti.
354f097c-fbb0-43c1-a3f5-2a6b131599c6,e3214ccb-3929-48eb-aea7-5fb860c21df5,1159.86,COMPRA_NAO_RECONHECIDA,NEGADO,2026-07-10T18:16:32,Officia fugiat ipsum consequatur.
78889046-a17a-4bdb-b3fe-cc04252a6045,8ddbbcc4-e039-42fe-91bf-dd79ee000b46,4074.3,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-06-29T02:01:32,Sed quaerat magnam reprehenderit assumenda est.
3214df41-57bc-4922-b5db-6768bca67843,56b6630f-59cf-4cc6-a975-bb4716ef59c7,24.13,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-23T08:49:49,Repudiandae debitis consequatur.
25e94efd-c031-4727-9fd1-d56bc3d434e8,eb6c80fd-33d2-4538-9647-b5868cfe8123,7628.01,DUPLICIDADE,SOLICITADO,2026-07-25T23:12:28,Ad pariatur repudiandae sunt.
4a06e668-4bae-4220-862c-c76db4f48d34,f88bbb61-4ef7-4622-aea5-b778bab4b461,12758.06,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-04-21T19:39:35,Ea eos reprehenderit repudiandae.
390e75a8-e263-4f9a-b4c5-5146b0073cea,4a7722f7-84e4-4c77-9629-d946beb4b04f,6085.69,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-04-13T19:20:53,Aliquam eligendi architecto.
11c2f601-1302-481e-9557-c5459d52c9f7,08ed9887-5c84-45a6-a614-e1d0030043eb,777.1,CANCELAMENTO,NEGADO,2026-05-26T11:31:40,Eius pariatur eligendi a.
38ba6500-15a3-4606-83ad-de61ac8fa696,397832a7-0bb4-4ac4-a5cc-24f9315beb27,7607.65,CANCELAMENTO,NEGADO,2026-05-29T20:48:39,Possimus vel perspiciatis quam labore vel dolores.
d0780253-b128-4587-b2e9-695533668341,4f2d1036-aab3-4581-a901-e2a815d780f5,12326.43,DUPLICIDADE,NEGADO,2026-06-15T15:31:03,Consectetur excepturi deleniti quod ex.
a757ba92-f025-41fd-8f8b-ac974cd3c343,628bc77c-2c52-4d93-8414-cd3222b402be,6905.92,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-04-25T16:55:48,Officiis exercitationem quos libero deserunt inventore.
d0a7106b-4756-4dc8-a86c-c0dc9bb7a918,0d1af13a-456f-4841-9d93-af2d0818d074,9890.69,CANCELAMENTO,PROCESSADO,2026-05-15T21:04:20,Aliquid ex et nulla.
d5c0cbaf-0eb8-4683-9260-cfb09e035cda,7cb3bde9-136b-41d6-8430-8cb2d90f4b43,12403.13,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-06-27T01:20:36,Velit illum et possimus nemo ipsam delectus.
e4124bc5-3939-41c4-b9a2-784adc4ffcd6,c1255cda-eb29-43df-946c-deeed2d1a6e8,13345.1,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-06-07T06:00:23,Eos vitae adipisci nihil quod tenetur.
fa79daaf-6a40-43d2-bbb2-33e72ee557ed,aadf9244-f698-4311-8c6a-5defc4f1f91d,14909.25,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-04-17T21:00:37,Sunt alias a libero fugiat commodi.
a85813fb-0fe7-47a8-ab10-e3f37d8f92b0,43e738c1-0bdd-47f4-a1fd-3494984975ab,14156.68,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-04-03T08:30:08,Consectetur rerum rerum atque blanditiis autem.
a775bcfc-897e-453b-89e6-3a5275fd7771,57607a53-e073-4f42-a5d6-028e2b34155e,3801.32,DUPLICIDADE,PROCESSADO,2026-06-23T01:16:42,Eveniet architecto minima deserunt.
6e225b40-81df-4dfa-8b43-02a71f1c824f,9b1050d5-5f65-4605-875f-53eb76f2eb09,44.07,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-05-30T13:05:26,Dolor quo sit omnis sequi.
7a71a9e1-4b3b-43cc-9b59-5c318738916f,4304a6a6-7662-4ed9-a8df-567adbe6aca6,10947.16,PRODUTO_NAO_ENTREGUE,NEGADO,2026-06-01T14:41:03,Aliquam architecto nesciunt dolorem tempora quasi.
3919a7b6-7ce1-47ec-860d-724e017186a7,51a43e31-0f7b-46e3-b3ad-5ba479720647,11841.36,DUPLICIDADE,SOLICITADO,2026-07-25T23:12:28,Laboriosam ipsa autem delectus.
d1e6eda6-054d-4845-a640-cfe2241660b0,375ef54f-f67f-4103-bdf8-5ff62c2370aa,8285.01,CANCELAMENTO,NEGADO,2026-04-13T21:27:41,Quaerat reiciendis molestias velit vel fugiat sit.
8ba2e1f5-29a7-4cd8-b1c2-bf86ab01cec5,843bf0af-4265-40a1-90f6-de74d5ee1052,13787.28,PRODUTO_NAO_ENTREGUE,NEGADO,2026-04-13T18:25:27,Soluta nobis harum sed in.
f748229c-43f2-4ef2-b54d-f933448e1384,6881cc76-1a19-4688-8583-72ec7524be1b,4526.13,COMPRA_NAO_RECONHECIDA,PROCESSADO,2026-05-27T12:10:42,Odit enim facilis qui adipisci.
aae74ca1-f004-4b08-9cec-8bd4a4eb140d,aaf68591-ac73-44cd-9205-abc46340bfb2,14917.35,CANCELAMENTO,SOLICITADO,2026-07-20T01:08:06,Dolore iusto enim quibusdam dicta.
7926ae22-5394-4f8c-a9af-d01edd591a91,da8204ee-fd67-4973-9f57-96b616c09ad2,13007.64,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-03-18T06:18:51,Sint iusto a consequatur.
37b29eae-40fb-42d5-a9af-3efa897d312c,eaf91088-227e-46e6-8542-d8f9928d90e0,2667.0,DUPLICIDADE,NEGADO,2026-04-08T06:53:24,Quam minima nam rerum inventore natus.
346d0ef6-71f3-4209-9762-9161d684532a,dd3c4caf-85d1-4645-b080-245b510656bf,7411.98,CANCELAMENTO,NEGADO,2026-05-02T12:25:40,Ab incidunt atque corrupti.
97ee326b-b8ef-42ce-afe5-57699c9af6b4,26464898-82aa-4349-a881-f5dba891eeb5,12932.3,DUPLICIDADE,SOLICITADO,2026-02-27T19:35:59,Incidunt accusamus impedit laboriosam fugit at sequi accusantium.
eb07e4fb-fe48-438c-ac60-2435e6f75698,ffb80b06-7fca-4298-8df8-06199a002f83,14596.35,CANCELAMENTO,NEGADO,2026-06-18T09:04:03,Non illo eligendi.
c10f863f-536c-4197-9891-d50a7675fca9,500eab8a-f5bf-4ee7-8f40-72be58b377a9,7091.46,CANCELAMENTO,SOLICITADO,2026-06-24T14:19:05,Laborum ea ab odio rerum at sit.
87714409-8c13-41cc-b789-18ed15216f4c,63479dc8-4447-4b11-9a5f-c66bb0117068,481.87,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-11T16:51:55,Tempore quia veniam est id in.
a9d7251a-05a0-4dbd-829c-faad5ba4b835,23ef0847-f8b6-4baf-8c8d-5e2275830c33,207.64,DUPLICIDADE,NEGADO,2026-05-19T00:37:33,Exercitationem modi laboriosam iusto dicta.
f044079d-3032-47a2-aefe-c7ff89c613c3,0ad40155-c55e-40fa-ae8a-bb8b4cbeb19f,3992.49,COMPRA_NAO_RECONHECIDA,NEGADO,2026-07-22T07:45:32,Quo quos corporis eaque itaque dicta magnam.
100eae06-0157-4c2a-87f7-bc143a6d027c,a05cf2c5-79d1-46ed-a9e9-651355265dfe,8884.65,COMPRA_NAO_RECONHECIDA,SOLICITADO,2026-03-10T12:08:36,Commodi doloribus asperiores facere.
24f238c3-d17d-4fb1-af43-703bea9138fc,f922083c-3a40-4d8b-84e1-f25958341afb,2854.94,DUPLICIDADE,SOLICITADO,2026-06-01T08:00:48,Modi doloremque id rerum dolorum quaerat nulla fuga.
8e44996c-6f25-4d07-8e40-e22da37a75e9,73f94521-da8f-49f5-b550-bbb5f2f73fb0,5151.12,PRODUTO_NAO_ENTREGUE,SOLICITADO,2026-03-23T22:12:03,Voluptatibus distinctio modi nostrum totam.
0729e29a-c589-4126-ae7e-f678e72f6dbd,33f839e9-fdf0-424b-85e2-f32b45044c15,1421.88,DUPLICIDADE,NEGADO,2026-05-05T20:10:18,Officiis cumque quisquam molestiae.
ad34eaff-b105-4691-b7bf-a4d3fb8c24e8,3b6ac889-d3fc-4ea9-a5ed-6fcbb293db74,8842.03,PRODUTO_NAO_ENTREGUE,PROCESSADO,2026-06-18T05:47:08,Libero sequi eos possimus nisi natus temporibus.
dee37c8e-2709-423c-a443-65b2c8a7fdf4,dc26ac6f-de0b-43a1-a96b-72b8908df2a3,8850.56,DUPLICIDADE,SOLICITADO,2026-02-22T19:28:53,Facere amet veniam officiis fugiat natus id.
89acabf9-306c-41b7-aa31-376bd94d43a2,635dc8b3-8618-4571-881b-446e512973b8,2810.36,COMPRA_NAO_RECONHECIDA,NEGADO,2026-03-11T11:10:40,Voluptatem facilis occaecati ipsum quod sed.
d955fbc1-932a-4208-8b3f-4e9ec32d260a,43468225-cbce-4eea-bdb1-b8bcd27fab7e,11.65,PRODUTO_NAO_ENTREGUE,NEGADO,2026-07-25T23:12:28,Error similique nihil sequi recusandae sunt commodi.
610873cc-b7bd-460d-9230-b39edbf1a37a,b89c53fb-088e-4467-a4af-653e922eee77,11348.58,DUPLICIDADE,SOLICITADO,2026-01-31T03:29:25,Aut magnam quae officia.
6453c844-6150-4d72-b7a8-4341277bf9f5,997def1a-dc98-4749-8c5d-eb2b914e51dd,4804.65,CANCELAMENTO,NEGADO,2026-05-06T17:08:32,Fugiat nesciunt reprehenderit eius.
03026476-c1ae-43c7-a3d8-b343fc62d37c,3ee77b7d-8abc-4d2b-928b-db8fab617f7a,11737.09,PRODUTO_NAO_ENTREGUE,NEGADO,2026-06-07T22:46:11,Quis aliquid illo quam eaque a sunt dolore.
cd235901-914d-466f-bf80-325d440fbb3f,eabc2716-6827-4a13-8a20-b106b306684a,13933.86,COMPRA_NAO_RECONHECIDA,NEGADO,2026-07-25T23:12:28,Deserunt id inventore alias qui voluptatum nam.
314b2970-52c3-430d-b231-c8bb9da64b36,813557fa-ac29-4abb-a539-6def6d04a916,1964.9,COMPRA_NAO_RECONHECIDA,NEGADO,2026-04-13T05:03:19,Praesentium neque nulla molestias.
