evento_risco_id,transacao_id,score_risco,nivel_risco,regra_acionada,decisao,data_hora_evento,detalhes,source_batch
29c6d90d-d347-4b87-bb1c-2af3595afa90,081d773c-b7f0-40e5-b4b2-8aea9acb3614,90.68,ALTO,MULTIPLAS_TENTATIVAS,BLOQUEAR,2026-07-23T00:26:00,A architecto ab quam quaerat officiis quae.,batch_002
8653e52f-11db-4957-b715-4c4537078241,c76ec392-75de-4438-b4bc-1f3b166860ec,35.86,BAIXO,VALOR_ATIPICO,APROVAR,2026-07-21T13:33:17,Ex necessitatibus culpa delectus similique vel architecto similique minima delectus.,batch_002
5453bec0-e83b-4f8c-afd9-8d61bfb47c86,1b29f6ea-6437-44f2-951c-09f13f8f5515,91.76,ALTO,DISPOSITIVO_DESCONHECIDO,REVISAR,2026-07-19T22:47:54,Officia quidem impedit hic quod cupiditate exercitationem fugiat.,batch_002
c3b272b1-f532-428c-9c28-a7a20660b1db,81706187-3656-4566-a7e4-03eda2f54e8c,34.64,BAIXO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-22T00:35:29,Quaerat consectetur iure totam similique odit similique iusto.,batch_002
0637a8c0-adf5-4179-886c-5e4a07a3b9d8,f5a9e367-da1d-4511-9165-8783fc087279,85.03,ALTO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-19T04:19:20,Tempora aspernatur tempore labore eos odit quae sed in neque.,batch_002
8807b519-8304-4873-a351-169b9cb3d9a3,0aa44a2b-3727-44ab-bc8e-1a497f83d33c,41.86,MEDIO,MULTIPLAS_TENTATIVAS,REVISAR,2026-07-24T15:54:50,Incidunt eveniet animi nesciunt quidem pariatur.,batch_002
3b5a9c04-6b35-4e46-90f8-96392207eeb1,18a63c53-11fc-4c0c-a56f-4fba2e72a124,21.19,BAIXO,VALOR_ATIPICO,BLOQUEAR,2026-07-22T17:05:25,Tenetur perspiciatis autem ipsa a molestias earum nobis excepturi laboriosam.,batch_002
3f6fa563-6d7a-43dd-8c53-20673ab5b4ef,558e51d1-bc54-4f07-93ca-f7cf405d5278,47.66,MEDIO,MULTIPLAS_TENTATIVAS,APROVAR,2026-07-20T10:19:05,Omnis aperiam quo deleniti quasi cumque aspernatur.,batch_002
9c76633f-a76d-40ba-be5c-cf6abeec3597,0dd72648-2a53-4a44-88e9-93b3459ed71a,79.15,ALTO,DISPOSITIVO_DESCONHECIDO,APROVAR,2026-07-22T13:55:36,Adipisci voluptatibus veniam cum officiis maxime.,batch_002
8c16cca5-9467-4d9a-b6bc-1039571f33a6,7d6c80fe-4e1d-45fc-8f6b-a0c1366300a4,2.83,BAIXO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-19T13:59:06,Eius quam in quae cum inventore ipsam illo.,batch_002
1d57400a-f714-4d5c-83ae-92cd12951254,22f9019c-e538-46ec-b65f-a7fb0858f1a4,59.96,MEDIO,VALOR_ATIPICO,APROVAR,2026-07-19T23:19:57,Quia dolorum nam quasi soluta occaecati expedita magnam ut ratione.,batch_002
263d8233-04d3-4148-95ba-3c7125976556,d207aa37-2b0d-437a-b962-61474372aa55,97.92,ALTO,LOCALIZACAO_DIVERGENTE,BLOQUEAR,2026-07-21T19:10:52,Excepturi asperiores voluptate itaque dolore laudantium ut impedit.,batch_002
2994624d-d8d5-4c77-a485-ed7fea6baab4,62da3f74-8c7b-496d-9aa2-9ffd00bf08e0,86.78,ALTO,VALOR_ATIPICO,REVISAR,2026-07-23T19:39:16,Nulla odio dolores eligendi est similique nostrum laboriosam.,batch_002
c45bda07-d34f-4d2a-a673-972bdf4269ec,9e9b11c6-23fe-4122-8cda-11212593c565,95.24,ALTO,LOCALIZACAO_DIVERGENTE,REVISAR,2026-07-21T04:11:50,Et accusantium quasi saepe pariatur.,batch_002
5e70d70b-32d1-4a24-b098-a1b05930cb65,ed9a6a12-d7ff-48bb-ae78-009abffd618e,69.84,MEDIO,DISPOSITIVO_DESCONHECIDO,BLOQUEAR,2026-07-20T10:23:11,Praesentium officia nulla tempore repellat.,batch_002
c82560f2-e78b-445d-a6c8-2142158f42f0,f7562640-78f0-43d6-8aef-0810a411f595,97.26,ALTO,LOCALIZACAO_DIVERGENTE,APROVAR,2026-07-19T12:12:55,Quia numquam minima maxime expedita ipsa asperiores beatae labore assumenda.,batch_002
